Date ,Close ,Delta,Delta Base,Tag
26-Oct-23,6398.05, 695 ," 1,195 ",Nifty Metal
26-Oct-23,2125.7,441, 941 ,Nifty Media
26-Oct-23,30225.65," 3,212 "," 3,712 ",Nifty IT
26-Oct-23,9198.3," 1,314 "," 1,814 ",Nifty Healthcare
26-Oct-23,50941.1," 3,998 "," 4,498 ",Nifty FMCG
26-Oct-23,26045," 2,838 "," 3,338 ",Nifty Energy
26-Oct-23,27851.15," 3,292 "," 3,792 ",Nifty Con Durable
26-Oct-23,42280.15,-355.6, 144 ,Nifty Bank
26-Oct-23,4726.25, 742 ," 1,242 ",Nifty PSU Banks
27-Oct-23,583, 155 , 655 ,Nifty Realty
27-Oct-23,19129.15, 136 , 636 ,Nifty Financial Services
27-Oct-23,16169.15, 216 , 716 ,Nifty Auto
27-Oct-23,14738.5," 2,284 "," 2,784 ",Nifty Pharma
27-Oct-23,22219.6, 662 ," 1,162 ",Nifty Private Bank
27-Oct-23,7549, 197 , 697 ,Nifty Oil & Gas
27-Oct-23,6453.1, 750 ," 1,250 ",Nifty Metal
27-Oct-23,2180.5,496, 996 ,Nifty Media
27-Oct-23,30599.7," 3,586 "," 4,086 ",Nifty IT
27-Oct-23,9270.55," 1,386 "," 1,886 ",Nifty Healthcare
27-Oct-23,51395," 4,452 "," 4,952 ",Nifty FMCG
27-Oct-23,26522.65," 3,315 "," 3,815 ",Nifty Energy
27-Oct-23,28032.7," 3,474 "," 3,974 ",Nifty Con Durable
27-Oct-23,42782,146.25, 646 ,Nifty Bank
27-Oct-23,4920.55, 936 ," 1,436 ",Nifty PSU Banks
30-Oct-23,595.45, 167 , 667 ,Nifty Realty
30-Oct-23,19241.4, 248 , 748 ,Nifty Financial Services
30-Oct-23,16023.45, (146), 354 ,Nifty Auto
30-Oct-23,14775.6," 2,321 "," 2,821 ",Nifty Pharma
30-Oct-23,22340.9, 784 ," 1,284 ",Nifty Private Bank
30-Oct-23,7649.95, 298 , 798 ,Nifty Oil & Gas
30-Oct-23,6467.95, 765 ," 1,265 ",Nifty Metal
30-Oct-23,2179.3,495, 995 ,Nifty Media
30-Oct-23,30640.95," 3,627 "," 4,127 ",Nifty IT
30-Oct-23,9313.05," 1,429 "," 1,929 ",Nifty Healthcare
30-Oct-23,51180.7," 4,238 "," 4,738 ",Nifty FMCG
30-Oct-23,26840.9," 3,634 "," 4,134 ",Nifty Energy
30-Oct-23,27890.3," 3,332 "," 3,832 ",Nifty Con Durable
30-Oct-23,43039.15,403.4, 903 ,Nifty Bank
30-Oct-23,4927.4, 943 ," 1,443 ",Nifty PSU Banks
31-Oct-23,603, 175 , 675 ,Nifty Realty
31-Oct-23,19204.6, 212 , 712 ,Nifty Financial Services
31-Oct-23,15916.2, (107), 393 ,Nifty Auto
31-Oct-23,14683.65," 2,229 "," 2,729 ",Nifty Pharma
31-Oct-23,22235.25, 678 ," 1,178 ",Nifty Private Bank
31-Oct-23,7609.45, 257 , 757 ,Nifty Oil & Gas
31-Oct-23,6452.45, 749 ," 1,249 ",Nifty Metal
31-Oct-23,2199.05,515," 1,015 ",Nifty Media
31-Oct-23,30582.25," 3,569 "," 4,069 ",Nifty IT
31-Oct-23,9255.65," 1,372 "," 1,872 ",Nifty Healthcare
31-Oct-23,51262.6," 4,320 "," 4,820 ",Nifty FMCG
31-Oct-23,26785.05," 3,578 "," 4,078 ",Nifty Energy
31-Oct-23,28061.5," 3,503 "," 4,003 ",Nifty Con Durable
31-Oct-23,42845.95,210.2, 710 ,Nifty Bank
31-Oct-23,4934.4, 950 ," 1,450 ",Nifty PSU Banks
01-Nov-23,612.35, 184 , 684 ,Nifty Realty
01-Nov-23,19144.6, 152 , 652 ,Nifty Financial Services
01-Nov-23,15835.65, (81), 419 ,Nifty Auto
01-Nov-23,14735.25," 2,281 "," 2,781 ",Nifty Pharma
01-Nov-23,22131.2, 574 ," 1,074 ",Nifty Private Bank
01-Nov-23,7626.3, 274 , 774 ,Nifty Oil & Gas
01-Nov-23,6359.9, 657 ," 1,157 ",Nifty Metal
01-Nov-23,2218.45,534," 1,034 ",Nifty Media
01-Nov-23,30344.85," 3,331 "," 3,831 ",Nifty IT
01-Nov-23,9293.2," 1,409 "," 1,909 ",Nifty Healthcare
01-Nov-23,51087.8," 4,145 "," 4,645 ",Nifty FMCG
01-Nov-23,26679.2," 3,472 "," 3,972 ",Nifty Energy
01-Nov-23,28029.2," 3,470 "," 3,970 ",Nifty Con Durable
01-Nov-23,42700.95,65.2, 565 ,Nifty Bank
01-Nov-23,4950.05, 966 ," 1,466 ",Nifty PSU Banks
02-Nov-23,627.8, 200 , 700 ,Nifty Realty
02-Nov-23,19271.95, 279 , 779 ,Nifty Financial Services
02-Nov-23,15948.65, 113 , 613 ,Nifty Auto
02-Nov-23,14834.45," 2,380 "," 2,880 ",Nifty Pharma
02-Nov-23,22304.95, 748 ," 1,248 ",Nifty Private Bank
02-Nov-23,7713.85, 361 , 861 ,Nifty Oil & Gas
02-Nov-23,6448.95, 746 ," 1,246 ",Nifty Metal
02-Nov-23,2236,552," 1,052 ",Nifty Media
02-Nov-23,30582.75," 3,569 "," 4,069 ",Nifty IT
02-Nov-23,9383.15," 1,499 "," 1,999 ",Nifty Healthcare
02-Nov-23,51589," 4,646 "," 5,146 ",Nifty FMCG
02-Nov-23,26960.8," 3,753 "," 4,253 ",Nifty Energy
02-Nov-23,28299.35," 3,741 "," 4,241 ",Nifty Con Durable
02-Nov-23,43017.2,381.45, 881 ,Nifty Bank
02-Nov-23,5024.3," 1,040 "," 1,540 ",Nifty PSU Banks
03-Nov-23,643.75, 216 , 716 ,Nifty Realty
03-Nov-23,19367.4, 374 , 874 ,Nifty Financial Services
03-Nov-23,16045.4, 97 , 597 ,Nifty Auto
03-Nov-23,14882.35," 2,428 "," 2,928 ",Nifty Pharma
03-Nov-23,22454.1, 897 ," 1,397 ",Nifty Private Bank
03-Nov-23,7773.5, 421 , 921 ,Nifty Oil & Gas
03-Nov-23,6479.15, 776 ," 1,276 ",Nifty Metal
03-Nov-23,2266.75,582," 1,082 ",Nifty Media
03-Nov-23,30779.95," 3,766 "," 4,266 ",Nifty IT
03-Nov-23,9453.95," 1,570 "," 2,070 ",Nifty Healthcare
03-Nov-23,51901.5," 4,958 "," 5,458 ",Nifty FMCG
03-Nov-23,27085.8," 3,878 "," 4,378 ",Nifty Energy
03-Nov-23,28644.8," 4,086 "," 4,586 ",Nifty Con Durable
03-Nov-23,43318.25,682.5," 1,183 ",Nifty Bank
03-Nov-23,5055.35," 1,071 "," 1,571 ",Nifty PSU Banks
06-Nov-23,651.5, 224 , 724 ,Nifty Realty
06-Nov-23,19537.55, 545 ," 1,045 ",Nifty Financial Services
06-Nov-23,16172.75, 127 , 627 ,Nifty Auto
06-Nov-23,15072.3," 2,618 "," 3,118 ",Nifty Pharma
06-Nov-23,22671.6," 1,114 "," 1,614 ",Nifty Private Bank
06-Nov-23,7873.1, 521 ," 1,021 ",Nifty Oil & Gas
06-Nov-23,6567.1, 864 ," 1,364 ",Nifty Metal
06-Nov-23,2282,598," 1,098 ",Nifty Media
06-Nov-23,30972.95," 3,959 "," 4,459 ",Nifty IT
06-Nov-23,9579.7," 1,696 "," 2,196 ",Nifty Healthcare
06-Nov-23,52075.7," 5,133 "," 5,633 ",Nifty FMCG
06-Nov-23,27448.9," 4,242 "," 4,742 ",Nifty Energy
06-Nov-23,28548.75," 3,990 "," 4,490 ",Nifty Con Durable
06-Nov-23,43619.4,983.65," 1,484 ",Nifty Bank
06-Nov-23,5000.45," 1,016 "," 1,516 ",Nifty PSU Banks
07-Nov-23,642.8, 215 , 715 ,Nifty Realty
07-Nov-23,19560.6, 568 ," 1,068 ",Nifty Financial Services
07-Nov-23,16143.75, (29), 471 ,Nifty Auto
07-Nov-23,15271.75," 2,817 "," 3,317 ",Nifty Pharma
07-Nov-23,22759.95," 1,203 "," 1,703 ",Nifty Private Bank
07-Nov-23,7925.1, 573 ," 1,073 ",Nifty Oil & Gas
07-Nov-23,6576.85, 874 ," 1,374 ",Nifty Metal
07-Nov-23,2267.3,583," 1,083 ",Nifty Media
07-Nov-23,30981.6," 3,968 "," 4,468 ",Nifty IT
07-Nov-23,9677.05," 1,793 "," 2,293 ",Nifty Healthcare
07-Nov-23,52130," 5,187 "," 5,687 ",Nifty FMCG
07-Nov-23,27508.35," 4,301 "," 4,801 ",Nifty Energy
07-Nov-23,28480.55," 3,922 "," 4,422 ",Nifty Con Durable
07-Nov-23,43737.9,1102.15," 1,602 ",Nifty Bank
07-Nov-23,5023.5," 1,039 "," 1,539 ",Nifty PSU Banks
08-Nov-23,652.55, 225 , 725 ,Nifty Realty
08-Nov-23,19510.9, 518 ," 1,018 ",Nifty Financial Services
08-Nov-23,16220.8, 77 , 577 ,Nifty Auto
08-Nov-23,15497.25," 3,043 "," 3,543 ",Nifty Pharma
08-Nov-23,22727.05," 1,170 "," 1,670 ",Nifty Private Bank
08-Nov-23,7987.15, 635 ," 1,135 ",Nifty Oil & Gas
08-Nov-23,6626.3, 923 ," 1,423 ",Nifty Metal
08-Nov-23,2265.7,581," 1,081 ",Nifty Media
08-Nov-23,30917.2," 3,904 "," 4,404 ",Nifty IT
08-Nov-23,9792.2," 1,908 "," 2,408 ",Nifty Healthcare
08-Nov-23,52455.2," 5,512 "," 6,012 ",Nifty FMCG
08-Nov-23,27622.85," 4,415 "," 4,915 ",Nifty Energy
08-Nov-23,28626.5," 4,068 "," 4,568 ",Nifty Con Durable
08-Nov-23,43658.65,1022.9," 1,523 ",Nifty Bank
08-Nov-23,5022.05," 1,038 "," 1,538 ",Nifty PSU Banks
09-Nov-23,660.6, 233 , 733 ,Nifty Realty
09-Nov-23,19491.95, 499 , 999 ,Nifty Financial Services
09-Nov-23,16355.3, 135 , 635 ,Nifty Auto
09-Nov-23,15491.85," 3,038 "," 3,538 ",Nifty Pharma
09-Nov-23,22769.45," 1,212 "," 1,712 ",Nifty Private Bank
09-Nov-23,7923, 571 ," 1,071 ",Nifty Oil & Gas
09-Nov-23,6599.65, 896 ," 1,396 ",Nifty Metal
09-Nov-23,2260.25,576," 1,076 ",Nifty Media
09-Nov-23,30717.7," 3,704 "," 4,204 ",Nifty IT
09-Nov-23,9834.15," 1,950 "," 2,450 ",Nifty Healthcare
09-Nov-23,51983," 5,040 "," 5,540 ",Nifty FMCG
09-Nov-23,27541.8," 4,334 "," 4,834 ",Nifty Energy
09-Nov-23,28469.45," 3,911 "," 4,411 ",Nifty Con Durable
09-Nov-23,43683.6,1047.85," 1,548 ",Nifty Bank
09-Nov-23,5012.1," 1,028 "," 1,528 ",Nifty PSU Banks
10-Nov-23,662.1, 234 , 734 ,Nifty Realty
10-Nov-23,19571.05, 578 ," 1,078 ",Nifty Financial Services
10-Nov-23,16286.7, (69), 431 ,Nifty Auto
10-Nov-23,15516.5," 3,062 "," 3,562 ",Nifty Pharma
10-Nov-23,22829.05," 1,272 "," 1,772 ",Nifty Private Bank
10-Nov-23,7970.55, 618 ," 1,118 ",Nifty Oil & Gas
10-Nov-23,6646.05, 943 ," 1,443 ",Nifty Metal
10-Nov-23,2232.45,548," 1,048 ",Nifty Media
10-Nov-23,30639.05," 3,625 "," 4,125 ",Nifty IT
10-Nov-23,9831.55," 1,947 "," 2,447 ",Nifty Healthcare
10-Nov-23,52076.05," 5,133 "," 5,633 ",Nifty FMCG
10-Nov-23,27738," 4,531 "," 5,031 ",Nifty Energy
10-Nov-23,28424.75," 3,866 "," 4,366 ",Nifty Con Durable
10-Nov-23,43820.1,1184.35," 1,684 ",Nifty Bank
10-Nov-23,5025.5," 1,041 "," 1,541 ",Nifty PSU Banks
12-Nov-23,666.15, 238 , 738 ,Nifty Realty
12-Nov-23,19657.25, 664 ," 1,164 ",Nifty Financial Services
12-Nov-23,16377.05, 90 , 590 ,Nifty Auto
12-Nov-23,15562.65," 3,108 "," 3,608 ",Nifty Pharma
12-Nov-23,22916.6," 1,359 "," 1,859 ",Nifty Private Bank
12-Nov-23,8013.75, 661 ," 1,161 ",Nifty Oil & Gas
12-Nov-23,6689.55, 986 ," 1,486 ",Nifty Metal
12-Nov-23,2248.2,564," 1,064 ",Nifty Media
12-Nov-23,30861," 3,847 "," 4,347 ",Nifty IT
12-Nov-23,9854.8," 1,971 "," 2,471 ",Nifty Healthcare
12-Nov-23,52258.5," 5,315 "," 5,815 ",Nifty FMCG
12-Nov-23,27957.25," 4,750 "," 5,250 ",Nifty Energy
12-Nov-23,28617.25," 4,058 "," 4,558 ",Nifty Con Durable
12-Nov-23,43996.65,1360.9," 1,861 ",Nifty Bank
12-Nov-23,5044.7," 1,061 "," 1,561 ",Nifty PSU Banks
13-Nov-23,663.45, 235 , 735 ,Nifty Realty
13-Nov-23,19542.15, 549 ," 1,049 ",Nifty Financial Services
13-Nov-23,16365.3, (12), 488 ,Nifty Auto
13-Nov-23,15497.15," 3,043 "," 3,543 ",Nifty Pharma
13-Nov-23,22863.5," 1,306 "," 1,806 ",Nifty Private Bank
13-Nov-23,7999.1, 647 ," 1,147 ",Nifty Oil & Gas
13-Nov-23,6714.1," 1,011 "," 1,511 ",Nifty Metal
13-Nov-23,2237.8,554," 1,054 ",Nifty Media
13-Nov-23,30635.85," 3,622 "," 4,122 ",Nifty IT
13-Nov-23,9799.95," 1,916 "," 2,416 ",Nifty Healthcare
13-Nov-23,52025.6," 5,083 "," 5,583 ",Nifty FMCG
13-Nov-23,28066.25," 4,859 "," 5,359 ",Nifty Energy
13-Nov-23,28385.4," 3,827 "," 4,327 ",Nifty Con Durable
13-Nov-23,43891.25,1255.5," 1,756 ",Nifty Bank
13-Nov-23,5177.85," 1,194 "," 1,694 ",Nifty PSU Banks
15-Nov-23,683.05, 255 , 755 ,Nifty Realty
15-Nov-23,19722.85, 730 ," 1,230 ",Nifty Financial Services
15-Nov-23,16648.5, 283 , 783 ,Nifty Auto
15-Nov-23,15516.25," 3,062 "," 3,562 ",Nifty Pharma
15-Nov-23,23012.1," 1,455 "," 1,955 ",Nifty Private Bank
15-Nov-23,8115.55, 763 ," 1,263 ",Nifty Oil & Gas
15-Nov-23,6792.4," 1,089 "," 1,589 ",Nifty Metal
15-Nov-23,2254.8,571," 1,071 ",Nifty Media
15-Nov-23,31429.35," 4,416 "," 4,916 ",Nifty IT
15-Nov-23,9822.6," 1,938 "," 2,438 ",Nifty Healthcare
15-Nov-23,52383.45," 5,440 "," 5,940 ",Nifty FMCG
15-Nov-23,28352.5," 5,145 "," 5,645 ",Nifty Energy
15-Nov-23,28556.4," 3,998 "," 4,498 ",Nifty Con Durable
15-Nov-23,44201.7,1565.95," 2,066 ",Nifty Bank
15-Nov-23,5201.2," 1,217 "," 1,717 ",Nifty PSU Banks
16-Nov-23,689.35, 261 , 761 ,Nifty Realty
16-Nov-23,19732.25, 739 ," 1,239 ",Nifty Financial Services
16-Nov-23,16788.9, 140 , 640 ,Nifty Auto
16-Nov-23,15651.1," 3,197 "," 3,697 ",Nifty Pharma
16-Nov-23,23004.25," 1,447 "," 1,947 ",Nifty Private Bank
16-Nov-23,8173.1, 821 ," 1,321 ",Nifty Oil & Gas
16-Nov-23,6792.4," 1,089 "," 1,589 ",Nifty Metal
16-Nov-23,2273.25,589," 1,089 ",Nifty Media
16-Nov-23,32273.35," 5,260 "," 5,760 ",Nifty IT
16-Nov-23,9933.6," 2,049 "," 2,549 ",Nifty Healthcare
16-Nov-23,52305.75," 5,363 "," 5,863 ",Nifty FMCG
16-Nov-23,28447.8," 5,240 "," 5,740 ",Nifty Energy
16-Nov-23,28852.7," 4,294 "," 4,794 ",Nifty Con Durable
16-Nov-23,44161.55,1525.8," 2,026 ",Nifty Bank
16-Nov-23,5188.9," 1,205 "," 1,705 ",Nifty PSU Banks
17-Nov-23,692.7, 265 , 765 ,Nifty Realty
17-Nov-23,19554.3, 561 ," 1,061 ",Nifty Financial Services
17-Nov-23,16905.5, 117 , 617 ,Nifty Auto
17-Nov-23,15804.5," 3,350 "," 3,850 ",Nifty Pharma
17-Nov-23,22704.35," 1,147 "," 1,647 ",Nifty Private Bank
17-Nov-23,8082.3, 730 ," 1,230 ",Nifty Oil & Gas
17-Nov-23,6803.9," 1,101 "," 1,601 ",Nifty Metal
17-Nov-23,2275.9,592," 1,092 ",Nifty Media
17-Nov-23,32191.3," 5,178 "," 5,678 ",Nifty IT
17-Nov-23,10033.85," 2,150 "," 2,650 ",Nifty Healthcare
17-Nov-23,52756.1," 5,813 "," 6,313 ",Nifty FMCG
17-Nov-23,28312.65," 5,105 "," 5,605 ",Nifty Energy
17-Nov-23,28844.85," 4,286 "," 4,786 ",Nifty Con Durable
17-Nov-23,43583.95,948.2," 1,448 ",Nifty Bank
17-Nov-23,5064.95," 1,081 "," 1,581 ",Nifty PSU Banks
20-Nov-23,691, 263 , 763 ,Nifty Realty
20-Nov-23,19518.6, 526 ," 1,026 ",Nifty Financial Services
20-Nov-23,16777.3, (128), 372 ,Nifty Auto
20-Nov-23,15806.75," 3,352 "," 3,852 ",Nifty Pharma
20-Nov-23,22681.25," 1,124 "," 1,624 ",Nifty Private Bank
20-Nov-23,8072.25, 720 ," 1,220 ",Nifty Oil & Gas
20-Nov-23,6771.55," 1,068 "," 1,568 ",Nifty Metal
20-Nov-23,2262.15,578," 1,078 ",Nifty Media
20-Nov-23,32383.2," 5,370 "," 5,870 ",Nifty IT
20-Nov-23,10044.1," 2,160 "," 2,660 ",Nifty Healthcare
20-Nov-23,52550.1," 5,607 "," 6,107 ",Nifty FMCG
20-Nov-23,28287.2," 5,080 "," 5,580 ",Nifty Energy
20-Nov-23,28830.45," 4,272 "," 4,772 ",Nifty Con Durable
20-Nov-23,43584.95,949.2," 1,449 ",Nifty Bank
20-Nov-23,5070.25," 1,086 "," 1,586 ",Nifty PSU Banks
21-Nov-23,698.8, 271 , 771 ,Nifty Realty
21-Nov-23,19612.1, 619 ," 1,119 ",Nifty Financial Services
21-Nov-23,16860.1, 83 , 583 ,Nifty Auto
21-Nov-23,15968.9," 3,515 "," 4,015 ",Nifty Pharma
21-Nov-23,22771.05," 1,214 "," 1,714 ",Nifty Private Bank
21-Nov-23,8078.8, 726 ," 1,226 ",Nifty Oil & Gas
21-Nov-23,6854.2," 1,151 "," 1,651 ",Nifty Metal
21-Nov-23,2287.55,603," 1,103 ",Nifty Media
21-Nov-23,32325.7," 5,312 "," 5,812 ",Nifty IT
21-Nov-23,10105.5," 2,221 "," 2,721 ",Nifty Healthcare
21-Nov-23,52466.2," 5,523 "," 6,023 ",Nifty FMCG
21-Nov-23,28356.25," 5,149 "," 5,649 ",Nifty Energy
21-Nov-23,29137.35," 4,579 "," 5,079 ",Nifty Con Durable
21-Nov-23,43689.15,1053.4," 1,553 ",Nifty Bank
21-Nov-23,5052.5," 1,068 "," 1,568 ",Nifty PSU Banks
22-Nov-23,693.95, 266 , 766 ,Nifty Realty
22-Nov-23,19566.3, 573 ," 1,073 ",Nifty Financial Services
22-Nov-23,16972.2, 112 , 612 ,Nifty Auto
22-Nov-23,16069.8," 3,615 "," 4,115 ",Nifty Pharma
22-Nov-23,22618.75," 1,061 "," 1,561 ",Nifty Private Bank
22-Nov-23,8106.6, 754 ," 1,254 ",Nifty Oil & Gas
22-Nov-23,6792.65," 1,089 "," 1,589 ",Nifty Metal
22-Nov-23,2267.55,583," 1,083 ",Nifty Media
22-Nov-23,32564.4," 5,551 "," 6,051 ",Nifty IT
22-Nov-23,10169.55," 2,285 "," 2,785 ",Nifty Healthcare
22-Nov-23,52691.2," 5,748 "," 6,248 ",Nifty FMCG
22-Nov-23,28504.65," 5,297 "," 5,797 ",Nifty Energy
22-Nov-23,29199.15," 4,640 "," 5,140 ",Nifty Con Durable
22-Nov-23,43449.6,813.85," 1,314 ",Nifty Bank
22-Nov-23,4995," 1,011 "," 1,511 ",Nifty PSU Banks
23-Nov-23,701.1, 273 , 773 ,Nifty Realty
23-Nov-23,19587.25, 594 ," 1,094 ",Nifty Financial Services
23-Nov-23,17033.55, 61 , 561 ,Nifty Auto
23-Nov-23,15817.45," 3,363 "," 3,863 ",Nifty Pharma
23-Nov-23,22704.2," 1,147 "," 1,647 ",Nifty Private Bank
23-Nov-23,8179.45, 827 ," 1,327 ",Nifty Oil & Gas
23-Nov-23,6828.35," 1,125 "," 1,625 ",Nifty Metal
23-Nov-23,2278.15,594," 1,094 ",Nifty Media
23-Nov-23,32370.65," 5,357 "," 5,857 ",Nifty IT
23-Nov-23,10023.95," 2,140 "," 2,640 ",Nifty Healthcare
23-Nov-23,52823.05," 5,880 "," 6,380 ",Nifty FMCG
23-Nov-23,28594.85," 5,387 "," 5,887 ",Nifty Energy
23-Nov-23,29073.45," 4,515 "," 5,015 ",Nifty Con Durable
23-Nov-23,43577.5,941.75," 1,442 ",Nifty Bank
23-Nov-23,4994.15," 1,010 "," 1,510 ",Nifty PSU Banks
24-Nov-23,702.95, 275 , 775 ,Nifty Realty
24-Nov-23,19652, 659 ," 1,159 ",Nifty Financial Services
24-Nov-23,17040.35, 7 , 507 ,Nifty Auto
24-Nov-23,15954.5," 3,500 "," 4,000 ",Nifty Pharma
24-Nov-23,22791.8," 1,234 "," 1,734 ",Nifty Private Bank
24-Nov-23,8161.2, 809 ," 1,309 ",Nifty Oil & Gas
24-Nov-23,6874.25," 1,171 "," 1,671 ",Nifty Metal
24-Nov-23,2283.45,599," 1,099 ",Nifty Media
24-Nov-23,32055.15," 5,042 "," 5,542 ",Nifty IT
24-Nov-23,10087.25," 2,203 "," 2,703 ",Nifty Healthcare
24-Nov-23,52576.9," 5,634 "," 6,134 ",Nifty FMCG
24-Nov-23,28558.75," 5,351 "," 5,851 ",Nifty Energy
24-Nov-23,28979.05," 4,420 "," 4,920 ",Nifty Con Durable
24-Nov-23,43769.1,1133.35," 1,633 ",Nifty Bank
24-Nov-23,4977.2, 993 ," 1,493 ",Nifty PSU Banks
28-Nov-23,706.95, 279 , 779 ,Nifty Realty
28-Nov-23,19702.65, 710 ," 1,210 ",Nifty Financial Services
28-Nov-23,17202.75, 162 , 662 ,Nifty Auto
28-Nov-23,15900.3," 3,446 "," 3,946 ",Nifty Pharma
28-Nov-23,22840.45," 1,283 "," 1,783 ",Nifty Private Bank
28-Nov-23,8347.25, 995 ," 1,495 ",Nifty Oil & Gas
28-Nov-23,7001.65," 1,298 "," 1,798 ",Nifty Metal
28-Nov-23,2288.85,605," 1,105 ",Nifty Media
28-Nov-23,32118.45," 5,105 "," 5,605 ",Nifty IT
28-Nov-23,10036.8," 2,153 "," 2,653 ",Nifty Healthcare
28-Nov-23,52489.5," 5,546 "," 6,046 ",Nifty FMCG
28-Nov-23,29252.95," 6,046 "," 6,546 ",Nifty Energy
28-Nov-23,29054.75," 4,496 "," 4,996 ",Nifty Con Durable
28-Nov-23,43880.95,1245.2," 1,745 ",Nifty Bank
28-Nov-23,5044.35," 1,060 "," 1,560 ",Nifty PSU Banks
29-Nov-23,703.45, 275 , 775 ,Nifty Realty
29-Nov-23,20000.35," 1,007 "," 1,507 ",Nifty Financial Services
29-Nov-23,17482.45, 280 , 780 ,Nifty Auto
29-Nov-23,15990.1," 3,536 "," 4,036 ",Nifty Pharma
29-Nov-23,23179.8," 1,622 "," 2,122 ",Nifty Private Bank
29-Nov-23,8414.6," 1,062 "," 1,562 ",Nifty Oil & Gas
29-Nov-23,7016.4," 1,313 "," 1,813 ",Nifty Metal
29-Nov-23,2285.85,602," 1,102 ",Nifty Media
29-Nov-23,32608.4," 5,595 "," 6,095 ",Nifty IT
29-Nov-23,10109.25," 2,225 "," 2,725 ",Nifty Healthcare
29-Nov-23,52725.45," 5,782 "," 6,282 ",Nifty FMCG
29-Nov-23,29311.85," 6,104 "," 6,604 ",Nifty Energy
29-Nov-23,29029.55," 4,471 "," 4,971 ",Nifty Con Durable
29-Nov-23,44566.45,1930.7," 2,431 ",Nifty Bank
29-Nov-23,5097.05," 1,113 "," 1,613 ",Nifty PSU Banks
30-Nov-23,713.6, 286 , 786 ,Nifty Realty
30-Nov-23,20054.65," 1,062 "," 1,562 ",Nifty Financial Services
30-Nov-23,17551.85, 69 , 569 ,Nifty Auto
30-Nov-23,16238.9," 3,785 "," 4,285 ",Nifty Pharma
30-Nov-23,23136.8," 1,579 "," 2,079 ",Nifty Private Bank
30-Nov-23,8476.4," 1,124 "," 1,624 ",Nifty Oil & Gas
30-Nov-23,7017.45," 1,314 "," 1,814 ",Nifty Metal
30-Nov-23,2296.55,612," 1,112 ",Nifty Media
30-Nov-23,32582.2," 5,569 "," 6,069 ",Nifty IT
30-Nov-23,10289.45," 2,405 "," 2,905 ",Nifty Healthcare
30-Nov-23,53013.8," 6,071 "," 6,571 ",Nifty FMCG
30-Nov-23,29294.9," 6,088 "," 6,588 ",Nifty Energy
30-Nov-23,29439.6," 4,881 "," 5,381 ",Nifty Con Durable
30-Nov-23,44481.75,1846," 2,346 ",Nifty Bank
30-Nov-23,5041," 1,057 "," 1,557 ",Nifty PSU Banks
01-Dec-23,723.05, 295 , 795 ,Nifty Realty
01-Dec-23,20211," 1,218 "," 1,718 ",Nifty Financial Services
01-Dec-23,17489.05, (63), 437 ,Nifty Auto
01-Dec-23,16257.05," 3,803 "," 4,303 ",Nifty Pharma
01-Dec-23,23279," 1,722 "," 2,222 ",Nifty Private Bank
01-Dec-23,8518.8," 1,166 "," 1,666 ",Nifty Oil & Gas
01-Dec-23,7087," 1,384 "," 1,884 ",Nifty Metal
01-Dec-23,2355.65,671," 1,171 ",Nifty Media
01-Dec-23,32598.7," 5,585 "," 6,085 ",Nifty IT
01-Dec-23,10322.55," 2,438 "," 2,938 ",Nifty Healthcare
01-Dec-23,53851.45," 6,908 "," 7,408 ",Nifty FMCG
01-Dec-23,29559.75," 6,352 "," 6,852 ",Nifty Energy
01-Dec-23,29688.6," 5,130 "," 5,630 ",Nifty Con Durable
01-Dec-23,44814.2,2178.45," 2,678 ",Nifty Bank
01-Dec-23,5134.55," 1,150 "," 1,650 ",Nifty PSU Banks
04-Dec-23,737.75, 310 , 810 ,Nifty Realty
04-Dec-23,20862.9," 1,870 "," 2,370 ",Nifty Financial Services
04-Dec-23,17687.25, 198 , 698 ,Nifty Auto
04-Dec-23,16228.4," 3,774 "," 4,274 ",Nifty Pharma
04-Dec-23,24102.4," 2,545 "," 3,045 ",Nifty Private Bank
04-Dec-23,8786.75," 1,434 "," 1,934 ",Nifty Oil & Gas
04-Dec-23,7202.6," 1,499 "," 1,999 ",Nifty Metal
04-Dec-23,2337.3,653," 1,153 ",Nifty Media
04-Dec-23,32665.55," 5,652 "," 6,152 ",Nifty IT
04-Dec-23,10356.25," 2,472 "," 2,972 ",Nifty Healthcare
04-Dec-23,54237.7," 7,295 "," 7,795 ",Nifty FMCG
04-Dec-23,30330.5," 7,123 "," 7,623 ",Nifty Energy
04-Dec-23,29767.55," 5,209 "," 5,709 ",Nifty Con Durable
04-Dec-23,46431.4,3795.65," 4,296 ",Nifty Bank
04-Dec-23,5332.4," 1,348 "," 1,848 ",Nifty PSU Banks
05-Dec-23,734.35, 306 , 806 ,Nifty Realty
05-Dec-23,21055.8," 2,063 "," 2,563 ",Nifty Financial Services
05-Dec-23,17792.1, 105 , 605 ,Nifty Auto
05-Dec-23,16229.65," 3,775 "," 4,275 ",Nifty Pharma
05-Dec-23,24387.05," 2,830 "," 3,330 ",Nifty Private Bank
05-Dec-23,8910.55," 1,558 "," 2,058 ",Nifty Oil & Gas
05-Dec-23,7423.4," 1,720 "," 2,220 ",Nifty Metal
05-Dec-23,2323.75,639," 1,139 ",Nifty Media
05-Dec-23,32479.15," 5,466 "," 5,966 ",Nifty IT
05-Dec-23,10337.55," 2,453 "," 2,953 ",Nifty Healthcare
