Date ,Close ,Delta,Delta Base,Tag
28-Apr-23,13189.25, 117 , 617 ,Nifty Auto
28-Apr-23,12613.95, 160 , 660 ,Nifty Pharma
28-Apr-23,21885.75, 328 , 828 ,Nifty Private Bank
28-Apr-23,7491.8, 139 , 639 ,Nifty Oil & Gas
28-Apr-23,5799.4, 96 , 596 ,Nifty Metal
28-Apr-23,1714.85,31, 531 ,Nifty Media
28-Apr-23,27708.2, 695 ," 1,195 ",Nifty IT
28-Apr-23,8013.55, 129 , 629 ,Nifty Healthcare
28-Apr-23,47814.1, 871 ," 1,371 ",Nifty FMCG
28-Apr-23,23734.55, 527 ," 1,027 ",Nifty Energy
28-Apr-23,24276.35, (282), 218 ,Nifty Con Durable
28-Apr-23,43233.9,598.15," 1,098 ",Nifty Bank
28-Apr-23,4167.65, 183 , 683 ,Nifty PSU Banks
02-May-23,444.95, 17 , 517 ,Nifty Realty
02-May-23,19208.05, 215 , 715 ,Nifty Financial Services
02-May-23,13283.15, 94 , 594 ,Nifty Auto
02-May-23,12590.3, 136 , 636 ,Nifty Pharma
02-May-23,21953.5, 396 , 896 ,Nifty Private Bank
02-May-23,7578.4, 226 , 726 ,Nifty Oil & Gas
02-May-23,5882, 179 , 679 ,Nifty Metal
02-May-23,1723.1,39, 539 ,Nifty Media
02-May-23,28025," 1,011 "," 1,511 ",Nifty IT
02-May-23,8018.5, 134 , 634 ,Nifty Healthcare
02-May-23,47750.2, 807 ," 1,307 ",Nifty FMCG
02-May-23,24046.95, 840 ," 1,340 ",Nifty Energy
02-May-23,24351, (208), 292 ,Nifty Con Durable
02-May-23,43352.1,716.35," 1,216 ",Nifty Bank
02-May-23,4184.1, 200 , 700 ,Nifty PSU Banks
03-May-23,446.2, 18 , 518 ,Nifty Realty
03-May-23,19182.25, 189 , 689 ,Nifty Financial Services
03-May-23,13278.6, (5), 495 ,Nifty Auto
03-May-23,12586.8, 132 , 632 ,Nifty Pharma
03-May-23,21966.95, 410 , 910 ,Nifty Private Bank
03-May-23,7520.1, 168 , 668 ,Nifty Oil & Gas
03-May-23,5824.25, 121 , 621 ,Nifty Metal
03-May-23,1727.9,44, 544 ,Nifty Media
03-May-23,27743.75, 730 ," 1,230 ",Nifty IT
03-May-23,8017.45, 133 , 633 ,Nifty Healthcare
03-May-23,48120.65," 1,178 "," 1,678 ",Nifty FMCG
03-May-23,23901.15, 694 ," 1,194 ",Nifty Energy
03-May-23,24340.2, (219), 281 ,Nifty Con Durable
03-May-23,43312.7,676.95," 1,177 ",Nifty Bank
03-May-23,4143.2, 159 , 659 ,Nifty PSU Banks
04-May-23,446.4, 18 , 518 ,Nifty Realty
04-May-23,19479.35, 486 , 986 ,Nifty Financial Services
04-May-23,13292.55, 14 , 514 ,Nifty Auto
04-May-23,12654.65, 200 , 700 ,Nifty Pharma
04-May-23,22102.6, 545 ," 1,045 ",Nifty Private Bank
04-May-23,7548.65, 196 , 696 ,Nifty Oil & Gas
04-May-23,5895.05, 192 , 692 ,Nifty Metal
04-May-23,1737.95,54, 554 ,Nifty Media
04-May-23,27883.2, 870 ," 1,370 ",Nifty IT
04-May-23,8067.65, 184 , 684 ,Nifty Healthcare
04-May-23,48057.35," 1,114 "," 1,614 ",Nifty FMCG
04-May-23,24042.4, 835 ," 1,335 ",Nifty Energy
04-May-23,24506.3, (53), 448 ,Nifty Con Durable
04-May-23,43685.45,1049.7," 1,550 ",Nifty Bank
04-May-23,4194.35, 210 , 710 ,Nifty PSU Banks
05-May-23,445.05, 17 , 517 ,Nifty Realty
05-May-23,19023.85, 31 , 531 ,Nifty Financial Services
05-May-23,13345.8, 53 , 553 ,Nifty Auto
05-May-23,12608.35, 154 , 654 ,Nifty Pharma
05-May-23,21478.95, (78), 422 ,Nifty Private Bank
05-May-23,7508.6, 156 , 656 ,Nifty Oil & Gas
05-May-23,5807.05, 104 , 604 ,Nifty Metal
05-May-23,1707.65,23, 523 ,Nifty Media
05-May-23,27719.95, 706 ," 1,206 ",Nifty IT
05-May-23,8048.9, 165 , 665 ,Nifty Healthcare
05-May-23,48186.15," 1,243 "," 1,743 ",Nifty FMCG
05-May-23,23946.75, 739 ," 1,239 ",Nifty Energy
05-May-23,24778.7, 220 , 720 ,Nifty Con Durable
05-May-23,42661.2,25.45, 525 ,Nifty Bank
05-May-23,4153.6, 169 , 669 ,Nifty PSU Banks
08-May-23,452.35, 24 , 524 ,Nifty Realty
08-May-23,19303.95, 311 , 811 ,Nifty Financial Services
08-May-23,13584.25, 238 , 738 ,Nifty Auto
08-May-23,12663.1, 209 , 709 ,Nifty Pharma
08-May-23,21843.3, 286 , 786 ,Nifty Private Bank
08-May-23,7559.8, 207 , 707 ,Nifty Oil & Gas
08-May-23,5845.65, 142 , 642 ,Nifty Metal
08-May-23,1697.45,13, 513 ,Nifty Media
08-May-23,27920.95, 907 ," 1,407 ",Nifty IT
08-May-23,8077.1, 193 , 693 ,Nifty Healthcare
08-May-23,48538.45," 1,595 "," 2,095 ",Nifty FMCG
08-May-23,24129.65, 922 ," 1,422 ",Nifty Energy
08-May-23,24786.2, 227 , 727 ,Nifty Con Durable
08-May-23,43284,648.25," 1,148 ",Nifty Bank
08-May-23,4115.1, 131 , 631 ,Nifty PSU Banks
09-May-23,448.5, 21 , 521 ,Nifty Realty
09-May-23,19274.7, 282 , 782 ,Nifty Financial Services
09-May-23,13648.5, 64 , 564 ,Nifty Auto
09-May-23,12716.7, 262 , 762 ,Nifty Pharma
09-May-23,21874.95, 318 , 818 ,Nifty Private Bank
09-May-23,7573.75, 221 , 721 ,Nifty Oil & Gas
09-May-23,5836.85, 134 , 634 ,Nifty Metal
09-May-23,1693.55,9, 509 ,Nifty Media
09-May-23,28125.5," 1,112 "," 1,612 ",Nifty IT
09-May-23,8101.85, 218 , 718 ,Nifty Healthcare
09-May-23,48369.1," 1,426 "," 1,926 ",Nifty FMCG
09-May-23,24099.1, 892 ," 1,392 ",Nifty Energy
09-May-23,24706.2, 147 , 647 ,Nifty Con Durable
09-May-23,43198.15,562.4," 1,062 ",Nifty Bank
09-May-23,4001.8, 18 , 518 ,Nifty PSU Banks
10-May-23,452.35, 24 , 524 ,Nifty Realty
10-May-23,19337.15, 344 , 844 ,Nifty Financial Services
10-May-23,13750.85, 102 , 602 ,Nifty Auto
10-May-23,12716.9, 263 , 763 ,Nifty Pharma
10-May-23,21989.15, 432 , 932 ,Nifty Private Bank
10-May-23,7634.55, 282 , 782 ,Nifty Oil & Gas
10-May-23,5822.1, 119 , 619 ,Nifty Metal
10-May-23,1716.55,32, 532 ,Nifty Media
10-May-23,28091.75," 1,078 "," 1,578 ",Nifty IT
10-May-23,8096.95, 213 , 713 ,Nifty Healthcare
10-May-23,48643.35," 1,700 "," 2,200 ",Nifty FMCG
10-May-23,24268.95," 1,062 "," 1,562 ",Nifty Energy
10-May-23,24780.25, 221 , 721 ,Nifty Con Durable
10-May-23,43331.05,695.3," 1,195 ",Nifty Bank
10-May-23,3959.3, (25), 475 ,Nifty PSU Banks
11-May-23,454.5, 27 , 527 ,Nifty Realty
11-May-23,19401.5, 409 , 909 ,Nifty Financial Services
11-May-23,13803.75, 53 , 553 ,Nifty Auto
11-May-23,12557.05, 103 , 603 ,Nifty Pharma
11-May-23,22068.15, 511 ," 1,011 ",Nifty Private Bank
11-May-23,7636.5, 284 , 784 ,Nifty Oil & Gas
11-May-23,5797.3, 94 , 594 ,Nifty Metal
11-May-23,1720.75,36, 536 ,Nifty Media
11-May-23,28102," 1,088 "," 1,588 ",Nifty IT
11-May-23,8006.1, 122 , 622 ,Nifty Healthcare
11-May-23,48865," 1,922 "," 2,422 ",Nifty FMCG
11-May-23,24316.5," 1,109 "," 1,609 ",Nifty Energy
11-May-23,25002.4, 444 , 944 ,Nifty Con Durable
11-May-23,43475.3,839.55," 1,340 ",Nifty Bank
11-May-23,3967.6, (17), 483 ,Nifty PSU Banks
12-May-23,452.9, 25 , 525 ,Nifty Realty
12-May-23,19507.15, 514 ," 1,014 ",Nifty Financial Services
12-May-23,13910.5, 107 , 607 ,Nifty Auto
12-May-23,12486.7, 32 , 532 ,Nifty Pharma
12-May-23,22204.3, 647 ," 1,147 ",Nifty Private Bank
12-May-23,7568.4, 216 , 716 ,Nifty Oil & Gas
12-May-23,5690.9, (12), 488 ,Nifty Metal
12-May-23,1701.45,17, 517 ,Nifty Media
12-May-23,28028.4," 1,015 "," 1,515 ",Nifty IT
12-May-23,7998.1, 114 , 614 ,Nifty Healthcare
12-May-23,48950.75," 2,008 "," 2,508 ",Nifty FMCG
12-May-23,24040.2, 833 ," 1,333 ",Nifty Energy
12-May-23,25084.8, 526 ," 1,026 ",Nifty Con Durable
12-May-23,43793.55,1157.8," 1,658 ",Nifty Bank
12-May-23,3975.9, (8), 492 ,Nifty PSU Banks
15-May-23,472.45, 44 , 544 ,Nifty Realty
15-May-23,19583.2, 590 ," 1,090 ",Nifty Financial Services
15-May-23,14007.85, 97 , 597 ,Nifty Auto
15-May-23,12487.4, 33 , 533 ,Nifty Pharma
15-May-23,22375.65, 818 ," 1,318 ",Nifty Private Bank
15-May-23,7568.05, 216 , 716 ,Nifty Oil & Gas
15-May-23,5701.75, (2), 498 ,Nifty Metal
15-May-23,1736.55,52, 552 ,Nifty Media
15-May-23,28165.4," 1,152 "," 1,652 ",Nifty IT
15-May-23,8021.35, 137 , 637 ,Nifty Healthcare
15-May-23,49506.55," 2,564 "," 3,064 ",Nifty FMCG
15-May-23,24040.2, 833 ," 1,333 ",Nifty Energy
15-May-23,25128.9, 570 ," 1,070 ",Nifty Con Durable
15-May-23,44072.1,1436.35," 1,936 ",Nifty Bank
15-May-23,4020.8, 37 , 537 ,Nifty PSU Banks
16-May-23,472.1, 44 , 544 ,Nifty Realty
16-May-23,19439, 446 , 946 ,Nifty Financial Services
16-May-23,13877.7, (130), 370 ,Nifty Auto
16-May-23,12454.5, 0 , 500 ,Nifty Pharma
16-May-23,22245.1, 688 ," 1,188 ",Nifty Private Bank
16-May-23,7554.4, 202 , 702 ,Nifty Oil & Gas
16-May-23,5683.45, (20), 480 ,Nifty Metal
16-May-23,1712.6,28, 528 ,Nifty Media
16-May-23,28216," 1,202 "," 1,702 ",Nifty IT
16-May-23,7977, 93 , 593 ,Nifty Healthcare
16-May-23,49406.1," 2,463 "," 2,963 ",Nifty FMCG
16-May-23,24027.8, 820 ," 1,320 ",Nifty Energy
16-May-23,25134.4, 576 ," 1,076 ",Nifty Con Durable
16-May-23,43903.7,1267.95," 1,768 ",Nifty Bank
16-May-23,4049.7, 66 , 566 ,Nifty PSU Banks
17-May-23,465.8, 38 , 538 ,Nifty Realty
17-May-23,19301.35, 308 , 808 ,Nifty Financial Services
17-May-23,13889.9, 12 , 512 ,Nifty Auto
17-May-23,12398.55, (56), 444 ,Nifty Pharma
17-May-23,22143.6, 586 ," 1,086 ",Nifty Private Bank
17-May-23,7518.45, 166 , 666 ,Nifty Oil & Gas
17-May-23,5632.85, (70), 430 ,Nifty Metal
17-May-23,1676.85,-7, 493 ,Nifty Media
17-May-23,27942.95, 929 ," 1,429 ",Nifty IT
17-May-23,7949.9, 66 , 566 ,Nifty Healthcare
17-May-23,49434," 2,491 "," 2,991 ",Nifty FMCG
17-May-23,23901.15, 694 ," 1,194 ",Nifty Energy
17-May-23,25011.5, 453 , 953 ,Nifty Con Durable
17-May-23,43698.7,1062.95," 1,563 ",Nifty Bank
17-May-23,4035.8, 52 , 552 ,Nifty PSU Banks
18-May-23,454.75, 27 , 527 ,Nifty Realty
18-May-23,19363.75, 371 , 871 ,Nifty Financial Services
18-May-23,13767.7, (122), 378 ,Nifty Auto
18-May-23,12241.35, (213), 287 ,Nifty Pharma
18-May-23,22214.6, 657 ," 1,157 ",Nifty Private Bank
18-May-23,7435.85, 83 , 583 ,Nifty Oil & Gas
18-May-23,5601.65, (102), 398 ,Nifty Metal
18-May-23,1662.9,-21, 479 ,Nifty Media
18-May-23,27892.55, 879 ," 1,379 ",Nifty IT
18-May-23,7871.9, (12), 488 ,Nifty Healthcare
18-May-23,48889.3," 1,946 "," 2,446 ",Nifty FMCG
18-May-23,23692.15, 485 , 985 ,Nifty Energy
18-May-23,24828.95, 270 , 770 ,Nifty Con Durable
18-May-23,43752.3,1116.55," 1,617 ",Nifty Bank
18-May-23,3959.15, (25), 475 ,Nifty PSU Banks
19-May-23,458.7, 31 , 531 ,Nifty Realty
19-May-23,19420.2, 427 , 927 ,Nifty Financial Services
19-May-23,13863.55, 96 , 596 ,Nifty Auto
19-May-23,12124.25, (330), 170 ,Nifty Pharma
19-May-23,22314.9, 758 ," 1,258 ",Nifty Private Bank
19-May-23,7430.75, 78 , 578 ,Nifty Oil & Gas
19-May-23,5618.05, (85), 415 ,Nifty Metal
19-May-23,1666.55,-18, 482 ,Nifty Media
19-May-23,28303.65," 1,290 "," 1,790 ",Nifty IT
19-May-23,7851.5, (33), 467 ,Nifty Healthcare
19-May-23,48874.25," 1,931 "," 2,431 ",Nifty FMCG
19-May-23,23723.35, 516 ," 1,016 ",Nifty Energy
19-May-23,24785.75, 227 , 727 ,Nifty Con Durable
19-May-23,43969.4,1333.65," 1,834 ",Nifty Bank
19-May-23,3971.55, (13), 487 ,Nifty PSU Banks
22-May-23,461.95, 34 , 534 ,Nifty Realty
22-May-23,19386.2, 393 , 893 ,Nifty Financial Services
22-May-23,13890.5, 27 , 527 ,Nifty Auto
22-May-23,12244.2, (210), 290 ,Nifty Pharma
22-May-23,22257.25, 700 ," 1,200 ",Nifty Private Bank
22-May-23,7488.7, 136 , 636 ,Nifty Oil & Gas
22-May-23,5797.5, 94 , 594 ,Nifty Metal
22-May-23,1665,-19, 481 ,Nifty Media
22-May-23,29007.3," 1,994 "," 2,494 ",Nifty IT
22-May-23,7974.75, 91 , 591 ,Nifty Healthcare
22-May-23,49052.25," 2,109 "," 2,609 ",Nifty FMCG
22-May-23,23898.2, 691 ," 1,191 ",Nifty Energy
22-May-23,25022.7, 464 , 964 ,Nifty Con Durable
22-May-23,43885.1,1249.35," 1,749 ",Nifty Bank
22-May-23,3991.55, 7 , 507 ,Nifty PSU Banks
23-May-23,461.6, 34 , 534 ,Nifty Realty
23-May-23,19397.8, 405 , 905 ,Nifty Financial Services
23-May-23,13982.6, 92 , 592 ,Nifty Auto
23-May-23,12314.2, (140), 360 ,Nifty Pharma
23-May-23,22306.4, 749 ," 1,249 ",Nifty Private Bank
23-May-23,7542.55, 190 , 690 ,Nifty Oil & Gas
23-May-23,5947.7, 244 , 744 ,Nifty Metal
23-May-23,1683.65,-1, 499 ,Nifty Media
23-May-23,28873.7," 1,860 "," 2,360 ",Nifty IT
23-May-23,7999.8, 116 , 616 ,Nifty Healthcare
23-May-23,49118.8," 2,176 "," 2,676 ",Nifty FMCG
23-May-23,24028.45, 821 ," 1,321 ",Nifty Energy
23-May-23,24971.2, 412 , 912 ,Nifty Con Durable
23-May-23,43954.45,1318.7," 1,819 ",Nifty Bank
23-May-23,4007.8, 24 , 524 ,Nifty PSU Banks
24-May-23,461.55, 34 , 534 ,Nifty Realty
24-May-23,19243, 250 , 750 ,Nifty Financial Services
24-May-23,13989.6, 7 , 507 ,Nifty Auto
24-May-23,12440.45, (14), 486 ,Nifty Pharma
24-May-23,22170.4, 613 ," 1,113 ",Nifty Private Bank
24-May-23,7551.65, 199 , 699 ,Nifty Oil & Gas
24-May-23,5855.15, 152 , 652 ,Nifty Metal
24-May-23,1692.95,9, 509 ,Nifty Media
24-May-23,28890.8," 1,877 "," 2,377 ",Nifty IT
24-May-23,8075.65, 192 , 692 ,Nifty Healthcare
24-May-23,49355.25," 2,412 "," 2,912 ",Nifty FMCG
24-May-23,24085.25, 878 ," 1,378 ",Nifty Energy
24-May-23,25321.9, 763 ," 1,263 ",Nifty Con Durable
24-May-23,43677.85,1042.1," 1,542 ",Nifty Bank
24-May-23,3987.3, 3 , 503 ,Nifty PSU Banks
25-May-23,466.7, 39 , 539 ,Nifty Realty
25-May-23,19239.3, 246 , 746 ,Nifty Financial Services
25-May-23,14029.5, 40 , 540 ,Nifty Auto
25-May-23,12455.5, 1 , 501 ,Nifty Pharma
25-May-23,22189.35, 632 ," 1,132 ",Nifty Private Bank
25-May-23,7543, 191 , 691 ,Nifty Oil & Gas
25-May-23,5872.55, 169 , 669 ,Nifty Metal
25-May-23,1692,8, 508 ,Nifty Media
25-May-23,28928.75," 1,915 "," 2,415 ",Nifty IT
25-May-23,8058.85, 175 , 675 ,Nifty Healthcare
25-May-23,49657," 2,714 "," 3,214 ",Nifty FMCG
25-May-23,24071.7, 864 ," 1,364 ",Nifty Energy
25-May-23,25436.55, 878 ," 1,378 ",Nifty Con Durable
25-May-23,43681.4,1045.65," 1,546 ",Nifty Bank
25-May-23,3969.25, (15), 485 ,Nifty PSU Banks
26-May-23,472.55, 45 , 545 ,Nifty Realty
26-May-23,19370.5, 378 , 878 ,Nifty Financial Services
26-May-23,14130.45, 101 , 601 ,Nifty Auto
26-May-23,12601.55, 147 , 647 ,Nifty Pharma
26-May-23,22361.8, 804 ," 1,304 ",Nifty Private Bank
26-May-23,7581.45, 229 , 729 ,Nifty Oil & Gas
26-May-23,5935.4, 232 , 732 ,Nifty Metal
26-May-23,1729.95,46, 546 ,Nifty Media
26-May-23,29355.9," 2,342 "," 2,842 ",Nifty IT
26-May-23,8149.35, 265 , 765 ,Nifty Healthcare
26-May-23,50388," 3,445 "," 3,945 ",Nifty FMCG
26-May-23,24238.9," 1,032 "," 1,532 ",Nifty Energy
26-May-23,25625.2," 1,066 "," 1,566 ",Nifty Con Durable
26-May-23,44018,1382.25," 1,882 ",Nifty Bank
26-May-23,4017.2, 33 , 533 ,Nifty PSU Banks
29-May-23,476.2, 48 , 548 ,Nifty Realty
29-May-23,19532.7, 540 ," 1,040 ",Nifty Financial Services
29-May-23,14219.6, 89 , 589 ,Nifty Auto
29-May-23,12624.2, 170 , 670 ,Nifty Pharma
29-May-23,22452.45, 895 ," 1,395 ",Nifty Private Bank
29-May-23,7540.35, 188 , 688 ,Nifty Oil & Gas
29-May-23,5991.2, 288 , 788 ,Nifty Metal
29-May-23,1738.45,54, 554 ,Nifty Media
29-May-23,29240.2," 2,227 "," 2,727 ",Nifty IT
29-May-23,8166.35, 282 , 782 ,Nifty Healthcare
29-May-23,50626.4," 3,683 "," 4,183 ",Nifty FMCG
29-May-23,24261.3," 1,054 "," 1,554 ",Nifty Energy
29-May-23,25955.35," 1,397 "," 1,897 ",Nifty Con Durable
29-May-23,44311.9,1676.15," 2,176 ",Nifty Bank
29-May-23,4040.65, 56 , 556 ,Nifty PSU Banks
30-May-23,475.2, 47 , 547 ,Nifty Realty
30-May-23,19606.05, 613 ," 1,113 ",Nifty Financial Services
30-May-23,14177.85, (42), 458 ,Nifty Auto
30-May-23,12604.7, 150 , 650 ,Nifty Pharma
30-May-23,22583.6," 1,026 "," 1,526 ",Nifty Private Bank
30-May-23,7526.9, 175 , 675 ,Nifty Oil & Gas
30-May-23,5936.55, 233 , 733 ,Nifty Metal
30-May-23,1750.35,66, 566 ,Nifty Media
30-May-23,29297.65," 2,284 "," 2,784 ",Nifty IT
30-May-23,8149.45, 265 , 765 ,Nifty Healthcare
30-May-23,50927.2," 3,984 "," 4,484 ",Nifty FMCG
30-May-23,24218.15," 1,011 "," 1,511 ",Nifty Energy
30-May-23,25888.6," 1,330 "," 1,830 ",Nifty Con Durable
30-May-23,44436.35,1800.6," 2,301 ",Nifty Bank
30-May-23,4039.45, 55 , 555 ,Nifty PSU Banks
31-May-23,478.8, 51 , 551 ,Nifty Realty
31-May-23,19445.75, 453 , 953 ,Nifty Financial Services
31-May-23,14199, 21 , 521 ,Nifty Auto
31-May-23,12678.4, 224 , 724 ,Nifty Pharma
31-May-23,22470.7, 913 ," 1,413 ",Nifty Private Bank
31-May-23,7432.15, 80 , 580 ,Nifty Oil & Gas
31-May-23,5890.05, 187 , 687 ,Nifty Metal
31-May-23,1755.85,72, 572 ,Nifty Media
31-May-23,29319.75," 2,306 "," 2,806 ",Nifty IT
31-May-23,8210.6, 326 , 826 ,Nifty Healthcare
31-May-23,51042.75," 4,100 "," 4,600 ",Nifty FMCG
31-May-23,23875.55, 668 ," 1,168 ",Nifty Energy
31-May-23,26083.75," 1,525 "," 2,025 ",Nifty Con Durable
31-May-23,44128.15,1492.4," 1,992 ",Nifty Bank
31-May-23,4029.7, 46 , 546 ,Nifty PSU Banks
01-Jun-23,484, 56 , 556 ,Nifty Realty
01-Jun-23,19322.7, 330 , 830 ,Nifty Financial Services
01-Jun-23,14257, 58 , 558 ,Nifty Auto
01-Jun-23,12812.8, 358 , 858 ,Nifty Pharma
01-Jun-23,22311.2, 754 ," 1,254 ",Nifty Private Bank
01-Jun-23,7422.45, 70 , 570 ,Nifty Oil & Gas
01-Jun-23,5884.2, 181 , 681 ,Nifty Metal
01-Jun-23,1768.25,84, 584 ,Nifty Media
01-Jun-23,29446.25," 2,433 "," 2,933 ",Nifty IT
01-Jun-23,8291, 407 , 907 ,Nifty Healthcare
01-Jun-23,50998.95," 4,056 "," 4,556 ",Nifty FMCG
01-Jun-23,23825.3, 618 ," 1,118 ",Nifty Energy
01-Jun-23,26177.25," 1,618 "," 2,118 ",Nifty Con Durable
01-Jun-23,43790.2,1154.45," 1,654 ",Nifty Bank
01-Jun-23,4053.6, 69 , 569 ,Nifty PSU Banks
02-Jun-23,490.85, 63 , 563 ,Nifty Realty
02-Jun-23,19368.2, 375 , 875 ,Nifty Financial Services
02-Jun-23,14388.6, 132 , 632 ,Nifty Auto
02-Jun-23,12900.6, 446 , 946 ,Nifty Pharma
02-Jun-23,22357.2, 800 ," 1,300 ",Nifty Private Bank
02-Jun-23,7372.6, 20 , 520 ,Nifty Oil & Gas
02-Jun-23,5956, 253 , 753 ,Nifty Metal
02-Jun-23,1784.5,100, 600 ,Nifty Media
02-Jun-23,29328.15," 2,315 "," 2,815 ",Nifty IT
02-Jun-23,8353.95, 470 , 970 ,Nifty Healthcare
02-Jun-23,51288.65," 4,346 "," 4,846 ",Nifty FMCG
02-Jun-23,23785.7, 578 ," 1,078 ",Nifty Energy
02-Jun-23,26302.2," 1,743 "," 2,243 ",Nifty Con Durable
02-Jun-23,43937.85,1302.1," 1,802 ",Nifty Bank
02-Jun-23,4093.2, 109 , 609 ,Nifty PSU Banks
05-Jun-23,492.55, 65 , 565 ,Nifty Realty
05-Jun-23,19438.5, 446 , 946 ,Nifty Financial Services
05-Jun-23,14570.25, 182 , 682 ,Nifty Auto
05-Jun-23,12934.5, 480 , 980 ,Nifty Pharma
05-Jun-23,22509.45, 952 ," 1,452 ",Nifty Private Bank
05-Jun-23,7391.15, 39 , 539 ,Nifty Oil & Gas
05-Jun-23,5975.9, 273 , 773 ,Nifty Metal
05-Jun-23,1800.15,116, 616 ,Nifty Media
05-Jun-23,29238.75," 2,225 "," 2,725 ",Nifty IT
05-Jun-23,8348.2, 464 , 964 ,Nifty Healthcare
05-Jun-23,51058.4," 4,115 "," 4,615 ",Nifty FMCG
05-Jun-23,23901.7, 694 ," 1,194 ",Nifty Energy
05-Jun-23,26468.95," 1,910 "," 2,410 ",Nifty Con Durable
05-Jun-23,44101.65,1465.9," 1,966 ",Nifty Bank
05-Jun-23,4075.4, 91 , 591 ,Nifty PSU Banks
06-Jun-23,498.4, 70 , 570 ,Nifty Realty
06-Jun-23,19479.65, 487 , 987 ,Nifty Financial Services
06-Jun-23,14729.5, 159 , 659 ,Nifty Auto
06-Jun-23,13012.9, 559 ," 1,059 ",Nifty Pharma
06-Jun-23,22559.5," 1,002 "," 1,502 ",Nifty Private Bank
06-Jun-23,7392.2, 40 , 540 ,Nifty Oil & Gas
06-Jun-23,5967.45, 264 , 764 ,Nifty Metal
06-Jun-23,1797.55,113, 613 ,Nifty Media
06-Jun-23,28689.05," 1,675 "," 2,175 ",Nifty IT
06-Jun-23,8399.95, 516 ," 1,016 ",Nifty Healthcare
06-Jun-23,51038.4," 4,095 "," 4,595 ",Nifty FMCG
06-Jun-23,23867.3, 660 ," 1,160 ",Nifty Energy
06-Jun-23,26387.45," 1,829 "," 2,329 ",Nifty Con Durable
06-Jun-23,44164.55,1528.8," 2,029 ",Nifty Bank
06-Jun-23,4067.45, 83 , 583 ,Nifty PSU Banks
07-Jun-23,506.3, 78 , 578 ,Nifty Realty
07-Jun-23,19538.1, 545 ," 1,045 ",Nifty Financial Services
07-Jun-23,14819.45, 90 , 590 ,Nifty Auto
07-Jun-23,13045.65, 591 ," 1,091 ",Nifty Pharma
07-Jun-23,22586.55," 1,029 "," 1,529 ",Nifty Private Bank
07-Jun-23,7470.4, 118 , 618 ,Nifty Oil & Gas
07-Jun-23,6057.75, 354 , 854 ,Nifty Metal
07-Jun-23,1805.7,121, 621 ,Nifty Media
07-Jun-23,28913.7," 1,900 "," 2,400 ",Nifty IT
07-Jun-23,8475.4, 591 ," 1,091 ",Nifty Healthcare
07-Jun-23,51609.4," 4,666 "," 5,166 ",Nifty FMCG
07-Jun-23,24125.15, 918 ," 1,418 ",Nifty Energy
07-Jun-23,26574.7," 2,016 "," 2,516 ",Nifty Con Durable
07-Jun-23,44275.3,1639.55," 2,140 ",Nifty Bank
07-Jun-23,4096.9, 113 , 613 ,Nifty PSU Banks
08-Jun-23,498.25, 70 , 570 ,Nifty Realty
08-Jun-23,19436.35, 443 , 943 ,Nifty Financial Services
08-Jun-23,14692, (127), 373 ,Nifty Auto
08-Jun-23,12911.35, 457 , 957 ,Nifty Pharma
08-Jun-23,22414.05, 857 ," 1,357 ",Nifty Private Bank
08-Jun-23,7441.15, 89 , 589 ,Nifty Oil & Gas
08-Jun-23,6067.7, 364 , 864 ,Nifty Metal
08-Jun-23,1778.25,94, 594 ,Nifty Media
08-Jun-23,28591.1," 1,577 "," 2,077 ",Nifty IT
08-Jun-23,8379.9, 496 , 996 ,Nifty Healthcare
08-Jun-23,51143.5," 4,200 "," 4,700 ",Nifty FMCG
08-Jun-23,24215," 1,008 "," 1,508 ",Nifty Energy
08-Jun-23,26558.1," 1,999 "," 2,499 ",Nifty Con Durable
08-Jun-23,43995.25,1359.5," 1,860 ",Nifty Bank
08-Jun-23,4084.8, 101 , 601 ,Nifty PSU Banks
09-Jun-23,498.45, 70 , 570 ,Nifty Realty
09-Jun-23,19411.8, 419 , 919 ,Nifty Financial Services
